vulnerability_id,vulnerability_aliases,affected_product,affected_subcomponent,status,status_notes,justification,impact_statement,action_statement,timestamp
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.0-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.0-rc5,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.1,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.1-dev.1,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.1-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.1-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.1-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.1-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.2,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.5.2-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc5,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.0-rc6,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.1,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.1-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.6.1-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20241119020906-df45e368c82d,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0-rc5,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0-rc6,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.0-rc7,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.1-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.1-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.1-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.1-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-07T03:22:44Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.2-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.2-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-23T02:39:29Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.2-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-01T17:58:42Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.3,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-08-07T03:17:40Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.7.3-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-22T03:22:10Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.0,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.0-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.0-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.0-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.0-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.0-rc5,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.0-rc6,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-01T17:59:30Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.1-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.1-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-01T17:59:23Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-08-06T03:08:13Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.8.2-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-06T03:15:48Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.9.0-builder-test,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.9.0-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-23T03:22:59Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.9.0-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-23T03:22:48Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.9.0-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-07-23T03:22:36Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.9.0-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-08-05T21:41:03Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-load-balancer@v1.9.0-rc5,pkg:golang/github.com/rancher/rancher@v0.0.0-20250827213702-1daa918b630b,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-08-13T02:59:40Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v0.4.2,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v0.5.6,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.0-rc5,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc2,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc3,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.1-rc4,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.2,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
CVE-2019-13209,"GO-2022-0755,GHSA-xhg2-rvm8-w2jh",pkg:golang/github.com/harvester/harvester-network-controller@v1.5.2-rc1,pkg:golang/github.com/rancher/rancher@v0.0.0-20230124173128-2207cfed1803,not_affected,,vulnerable_code_not_present,Govulncheck determined that the vulnerable code isn't called,,2026-06-19T00:00:00Z
